Unnamed: 0,reviews
125,"
It's puffy and cute and this style is all the rage these days. It fits my admittedly large head well and does what I need it to do. Seems well made!
"
126,"
Color is accurate. Sturdy and durable. Fit well and held my hair back with ease.
"
127,"
I usually can‚??t wear headbands due to a mastoid ear operation ,they usually irritate the scar behind my ear but this one doesn‚??t it‚??s very comfortable;)
"
128,"
My review headline is kind of dumb now that I'm reading it because obviously a white headband that you wear to wash your dirty face with is going to get dirty. This is the viral headband that every influencer wears in their GRWM videos and I am a sheep who needed to get it, too. I do like it and wear it basically every morning and night. I guess I could wash it?? Haven't tried yet...but just be aware that eventually it will get a little dingy.
"
129,"
Pushes my hair back perfectly so applying makeup!
"
130,"
I am in love with this toner. It has given me the most perfect glow. I love applying makeup over it because it makes my skin look so flawless and pore-free! It is definitely worth the price!!
"
131,"
I have bought three bottles of this stuff and it‚??s my go to toner everyday. The consistency of this stuff was great! And it‚??s so good to use! Definitely recommend to everyone.
"
132,"
This product was so good it felt so nice and refreshing on my skin 10/10 Recommend
"
133,"
I don't really like the watermelon scent, it definitely hydrates my skin but I did not see much of a difference on my pores after using it since i bought it a while back.
"
134,"
The Glow Recipe PHA  BHA Face Toner is a game-changer for achieving that coveted glass skin! It effectively minimizes pores and gently exfoliates, leaving my skin feeling smooth and hydrated. The combination of PHA, BHA, hyaluronic acid, and watermelon extract is refreshing and nourishing. Plus, the 40ml size is perfect for travel or trying out before committing to a larger bottle. Definitely a must-have in my skincare routine! Highly recommend for anyone looking to improve their skin texture and hydration.
"
135,"
I am obsessed with this product but it's just too small for the price. I think it's better in the long run to get the big one.
"
136,"
Hi Rachels daughter mini is soo cheap and smells good works good the mini has a lot in it still I recommend
"
137,"
My face
"
138,"
Sooo goood love it
"
139,"
LOVE, LOVE, LOVE this toner!! My face/skin  feels amazing! Definitely will buy again
"
140,"
I am in love with this toner. It has given me the most perfect glow. I love applying makeup over it because it makes my skin look so flawless and pore-free! It is definitely worth the price!!
"
141,"
I have bought three bottles of this stuff and it‚??s my go to toner everyday. The consistency of this stuff was great! And it‚??s so good to use! Definitely recommend to everyone.
"
142,"
This product was so good it felt so nice and refreshing on my skin 10/10 Recommend
"
143,"
I don't really like the watermelon scent, it definitely hydrates my skin but I did not see much of a difference on my pores after using it since i bought it a while back.
"
144,"
The Glow Recipe PHA  BHA Face Toner is a game-changer for achieving that coveted glass skin! It effectively minimizes pores and gently exfoliates, leaving my skin feeling smooth and hydrated. The combination of PHA, BHA, hyaluronic acid, and watermelon extract is refreshing and nourishing. Plus, the 40ml size is perfect for travel or trying out before committing to a larger bottle. Definitely a must-have in my skincare routine! Highly recommend for anyone looking to improve their skin texture and hydration.
"
145,"
I am obsessed with this product but it's just too small for the price. I think it's better in the long run to get the big one.
"
146,"
Hi Rachels daughter mini is soo cheap and smells good works good the mini has a lot in it still I recommend
"
147,"
My face
"
148,"
Sooo goood love it
"
149,"
LOVE, LOVE, LOVE this toner!! My face/skin  feels amazing! Definitely will buy again
"
150,"
This is a HG life changing product. In combination with my other skin care items (some of the same brand and some not) this serum has drastically improved the look and feel of my skin. If I ever don‚??t use it for even a few days, I notice it right away.This serum has made my skin smoother, more hydrated, reduced pore size and minimizes fine lines. It gives my skin a lit from within glow that just can‚??t be replicated with any other product and provides a plumping bouncy effect to my skin.I use it nightly in conjunction with the Herbivore Moon Fruit serum and Tatcha Dewy Skin Cream. I alternate with using the Pomegranate Peptide Firming Serum and the Strawberry BHA Pore serum in conjunction.I don‚??t use it under makeup because it‚??s a little too tacky and doesn‚??t play well with my primer, but I haven‚??t felt I needed it more than at night.I have sensitive skin that is prone to eczema and this does not irritate my skin, cause redness, breakouts or sting.I‚??m 41 and since using this for almost 2 years at this point I get complimented on my skin multiple times a week on average and people are surprised when they learn my age. A lot of my co-workers still think I‚??m in my late 20‚??s. It‚??s that good.I like to use a skincare roller to really push my products into my skin (I have a review ofThe one I use which is a dupe of the Nurse Jamie one). I swear it really helps with absorbency rather that just applying with fingers and calling it a night.
"
151,"
It‚??s shows the original packaging, but when I got it, it was the cheap, plastic one, I know it‚??s the same ml/size but I would‚??ve liked the nicer packaging better, but the product itself is amazing???
"
152,"
This is the one product I own, that I refuse to get low on. It literally says it in the description but its accurate- it makes your skin feel dewy, hydrated and smooth. I even mix a few drops in with my tinted moisturizer. This product will give you the perfect glow you are looking for. ALSO, great for sensitive skin.
"
153,"
Nice product, my daughter loved it. Didn't have to go to an outlet to find, and she tells me it works great.
"
154,"
I do like this product and do feel that it is moisturizing. However, I feel like when I use it in the morning, it makes my cheeks a tad red throughout the day. I don't seem to have that issue with other moisturizers. It smells very nice too. Also, another negative is the bottle. After the product is low, you'll need to take the top off and use the rest of the product as there is quite a good amount left in the bottom. Uncertain if I'll buy this again or not still.
"
155,"
I recently underwent chemo on my face for skin cancer and this offers just enough glow for my face without using foundation.
"
156,"
Love this product though its expensive and you get very little
"
157,"
I love this product overall it‚??s cute,works great,smells amazing just the size is a little bit of a bummer I should not pay almost 20$ for a little thing that‚??ll last maybe a month.
"
158,"
The price is 15$ you only get 15 ML the bottle does not look like the picture. if you read they do say 15 ML but i think the bigger one would be more worth it for the price. Product works great though.
"
159,"
I love this product. I just think it‚??s overpriced for the unmount that you get, so I took a star away.
"
160,"
This is a HG life changing product. In combination with my other skin care items (some of the same brand and some not) this serum has drastically improved the look and feel of my skin. If I ever don‚??t use it for even a few days, I notice it right away.This serum has made my skin smoother, more hydrated, reduced pore size and minimizes fine lines. It gives my skin a lit from within glow that just can‚??t be replicated with any other product and provides a plumping bouncy effect to my skin.I use it nightly in conjunction with the Herbivore Moon Fruit serum and Tatcha Dewy Skin Cream. I alternate with using the Pomegranate Peptide Firming Serum and the Strawberry BHA Pore serum in conjunction.I don‚??t use it under makeup because it‚??s a little too tacky and doesn‚??t play well with my primer, but I haven‚??t felt I needed it more than at night.I have sensitive skin that is prone to eczema and this does not irritate my skin, cause redness, breakouts or sting.I‚??m 41 and since using this for almost 2 years at this point I get complimented on my skin multiple times a week on average and people are surprised when they learn my age. A lot of my co-workers still think I‚??m in my late 20‚??s. It‚??s that good.I like to use a skincare roller to really push my products into my skin (I have a review ofThe one I use which is a dupe of the Nurse Jamie one). I swear it really helps with absorbency rather that just applying with fingers and calling it a night.
"
161,"
It‚??s shows the original packaging, but when I got it, it was the cheap, plastic one, I know it‚??s the same ml/size but I would‚??ve liked the nicer packaging better, but the product itself is amazing???
"
162,"
This is the one product I own, that I refuse to get low on. It literally says it in the description but its accurate- it makes your skin feel dewy, hydrated and smooth. I even mix a few drops in with my tinted moisturizer. This product will give you the perfect glow you are looking for. ALSO, great for sensitive skin.
"
163,"
Nice product, my daughter loved it. Didn't have to go to an outlet to find, and she tells me it works great.
"
164,"
I do like this product and do feel that it is moisturizing. However, I feel like when I use it in the morning, it makes my cheeks a tad red throughout the day. I don't seem to have that issue with other moisturizers. It smells very nice too. Also, another negative is the bottle. After the product is low, you'll need to take the top off and use the rest of the product as there is quite a good amount left in the bottom. Uncertain if I'll buy this again or not still.
"
165,"
I recently underwent chemo on my face for skin cancer and this offers just enough glow for my face without using foundation.
"
166,"
Love this product though its expensive and you get very little
"
167,"
I love this product overall it‚??s cute,works great,smells amazing just the size is a little bit of a bummer I should not pay almost 20$ for a little thing that‚??ll last maybe a month.
"
168,"
The price is 15$ you only get 15 ML the bottle does not look like the picture. if you read they do say 15 ML but i think the bigger one would be more worth it for the price. Product works great though.
"
169,"
I love this product. I just think it‚??s overpriced for the unmount that you get, so I took a star away.
"
170,"
This is a great makeup remover melting balm. I've tried more expensive ones and this is just a good, if not better.This remover takes off all my makeup, even waterproof mascara. It leaves my skin feeling soft and moisturized. I have sensitive skin and it doesn't irritate my skin at all. It does have a very light fresh scent, but I barely could smell it. It was not strong whatsoever.For $10, the size is good. You'll spend way more for other brands and get not much more. You don't need to use a ton of it to get the job done.This is a subscribe for me, no question!
"
171,"
I will never use makeup wipes again! This gets the job done so easily and so quickly. Even on harder makeup. It makes my skin feel soft and hydrated after each use. It doesn‚??t feel heavy either, super lightweight feeling. It literally just melts all my makeup away using just the littlest amount! 100% worth your money!!!!
"
172,"
As someone who takes their skincare routine seriously, I'm always on the lookout for products that deliver results. That's why I was excited to try out the e.l.f. SKIN Mini Holy Hydration, it exceeded all my expectations.Let's start with its effectiveness as a makeup remover. This balm melts away even the toughest waterproof makeup effortlessly, leaving my skin feeling clean and refreshed. The formula is gentle yet powerful, effectively dissolving makeup without stripping my skin of its natural oils. Plus, the added infusion of hyaluronic acid provides an extra boost of hydration, leaving my skin feeling soft and supple after each use.One of the things I love most about this cleanser is its versatility. Not only does it remove makeup like a dream, but it also doubles as a facial cleanser. I use it both morning and night to cleanse my skin of impurities, and it always leaves my complexion looking radiant and clear. The compact size of the mini version makes it perfect for travel, ensuring that I can maintain my skincare routine no matter where I go.The texture of the balm is luxurious and smooth, gliding effortlessly onto the skin. It feels like a treat to massage it into my skin, and the subtle, refreshing scent adds to the overall sensory experience. Plus, a little goes a long way, so despite its small size, the product lasts a surprisingly long time.In terms of value for money, this balm is a steal. The quality of the formula rivals that of high-end skincare brands, but at a fraction of the price. It's clear that e.l.f. has put a lot of thought and care into creating a product that delivers real results without breaking the bank.Whether you're a skincare enthusiast like me or just looking for a reliable makeup remover, this product is a must have in your beauty arsenal. Trust me, your skin will thank you.
"
173,"
I absolutely love this makeup remover. Being older I need to be able to take make up off easily. This just melts it away. No harsh scrubbing, no oily feel afterwards. Actually makes my under eyes feel soft & moisturized. Works great!!
"
174,"
When I first started double cleansing, I was using Clinique‚??s Take The Day Off, but it was so expensive.Although I loved it, I decided to try CeraVe‚??s cleansing balm, but the smell was hard to get passed. I finally found Banila Co.‚??s cleansing balm and had been using that for quite a while.When I saw that E. L. F. came out with their own, I knew I wanted to try it for the amazing price point! It did not disappoint! Although it does not clear make up as well as Banila Co. the first time, the texture is almost perfect and removes it fairly easily. It‚??s very lightweight and does not leave my eyes feeling foggy after wiping it with a wet face cloth. I am willing to compromise using a little bit more since the price is so reasonable.
"
175,"
I love this cleanser! It takes make up off like a boss and leaves skin feeling smooth. It rinses off well and does not leave an oily feel. It is easy to use, as you just massage it onto your dry face. I then wet a disposable face cleaning towel and wipe it off. It is a small jar, but a little goes a long way, so it seems like it will last. There is no obnoxious smell, and it does exactly what it says it does. Will definitely repurchase when I run out.
"
176,"
Fantastic cleansing balm for my dry sensitive skin.  This ELF cleansing balm removes products easily (sunscreen, foundation, brow gel,  and even water proof mascara)  and cleanses; leaving skin feeling soft and moisturized.  It works as well as more expensive cleansing balms. I've purchased it at wal-mart before, but am saving even more by subscribing through Amazon.  Each jar lasts me about 1.5 to 2 months because a little goes a long way.
"
177,"
Love this item, it‚??s so helpful when removing my makeup from the day. It‚??s nice on the skin and smells nice, it feel refreshing on the skin, doesn‚??t leave it feeling oily or dry. And I love that a little goes along away. This item I have on subscribe
"
178,"
My usual cleansing balm was out of stock when I needed more, and since I enjoy other e.l.f. products I decided to give this a try.It works well for removing makeup and doesn't dry out my skin. I do typically follow it using another cleanser, because it does seem to leave a film on my skin, but on nights when I'm just rushing to get to bed and shorten my routine, I haven't noticed any negative impact of using this on its own and rinsing for a little longer, then putting on my moisturizer.I knocked off one star for one reason only: Holy cow, the fragrance is awful. It almost has an 'old lady perfume' scent, and the scent lingers (another reason I have to double cleanse). If it was fragrance free, I'd most likely continue purchasing it simply because it's performance is comparable to that of my usual cleansing balm and it comes at a lower price point. With the heavy fragrance though, I'm going to back to my previous product.
"
179,"
They don't joke when they say it melts makeup away. I tried this on waterproof eye makeup and I have never had my makeup removed so completely from any other cleanser I've tried before. I may have used a bit too much for just my eyes, to be fair, but it did do the job!What I will say is that I made a mistake not having a damp cloth or the water running before beginning to use this cleansing balm, because opening your eyes in the middle is NOT recommended. It didn't hurt or anything but it was kinda odd getting it into my eyes and trying to clean it out after the fact.Either way, I would seriously recommend this stuff! It's fabulous and the price is absolutely right!
"
180,"
This is a great makeup remover melting balm. I've tried more expensive ones and this is just a good, if not better.This remover takes off all my makeup, even waterproof mascara. It leaves my skin feeling soft and moisturized. I have sensitive skin and it doesn't irritate my skin at all. It does have a very light fresh scent, but I barely could smell it. It was not strong whatsoever.For $10, the size is good. You'll spend way more for other brands and get not much more. You don't need to use a ton of it to get the job done.This is a subscribe for me, no question!
"
181,"
I will never use makeup wipes again! This gets the job done so easily and so quickly. Even on harder makeup. It makes my skin feel soft and hydrated after each use. It doesn‚??t feel heavy either, super lightweight feeling. It literally just melts all my makeup away using just the littlest amount! 100% worth your money!!!!
"
182,"
As someone who takes their skincare routine seriously, I'm always on the lookout for products that deliver results. That's why I was excited to try out the e.l.f. SKIN Mini Holy Hydration, it exceeded all my expectations.Let's start with its effectiveness as a makeup remover. This balm melts away even the toughest waterproof makeup effortlessly, leaving my skin feeling clean and refreshed. The formula is gentle yet powerful, effectively dissolving makeup without stripping my skin of its natural oils. Plus, the added infusion of hyaluronic acid provides an extra boost of hydration, leaving my skin feeling soft and supple after each use.One of the things I love most about this cleanser is its versatility. Not only does it remove makeup like a dream, but it also doubles as a facial cleanser. I use it both morning and night to cleanse my skin of impurities, and it always leaves my complexion looking radiant and clear. The compact size of the mini version makes it perfect for travel, ensuring that I can maintain my skincare routine no matter where I go.The texture of the balm is luxurious and smooth, gliding effortlessly onto the skin. It feels like a treat to massage it into my skin, and the subtle, refreshing scent adds to the overall sensory experience. Plus, a little goes a long way, so despite its small size, the product lasts a surprisingly long time.In terms of value for money, this balm is a steal. The quality of the formula rivals that of high-end skincare brands, but at a fraction of the price. It's clear that e.l.f. has put a lot of thought and care into creating a product that delivers real results without breaking the bank.Whether you're a skincare enthusiast like me or just looking for a reliable makeup remover, this product is a must have in your beauty arsenal. Trust me, your skin will thank you.
"
183,"
I absolutely love this makeup remover. Being older I need to be able to take make up off easily. This just melts it away. No harsh scrubbing, no oily feel afterwards. Actually makes my under eyes feel soft & moisturized. Works great!!
"
184,"
When I first started double cleansing, I was using Clinique‚??s Take The Day Off, but it was so expensive.Although I loved it, I decided to try CeraVe‚??s cleansing balm, but the smell was hard to get passed. I finally found Banila Co.‚??s cleansing balm and had been using that for quite a while.When I saw that E. L. F. came out with their own, I knew I wanted to try it for the amazing price point! It did not disappoint! Although it does not clear make up as well as Banila Co. the first time, the texture is almost perfect and removes it fairly easily. It‚??s very lightweight and does not leave my eyes feeling foggy after wiping it with a wet face cloth. I am willing to compromise using a little bit more since the price is so reasonable.
"
185,"
I love this cleanser! It takes make up off like a boss and leaves skin feeling smooth. It rinses off well and does not leave an oily feel. It is easy to use, as you just massage it onto your dry face. I then wet a disposable face cleaning towel and wipe it off. It is a small jar, but a little goes a long way, so it seems like it will last. There is no obnoxious smell, and it does exactly what it says it does. Will definitely repurchase when I run out.
"
186,"
Fantastic cleansing balm for my dry sensitive skin.  This ELF cleansing balm removes products easily (sunscreen, foundation, brow gel,  and even water proof mascara)  and cleanses; leaving skin feeling soft and moisturized.  It works as well as more expensive cleansing balms. I've purchased it at wal-mart before, but am saving even more by subscribing through Amazon.  Each jar lasts me about 1.5 to 2 months because a little goes a long way.
"
187,"
Love this item, it‚??s so helpful when removing my makeup from the day. It‚??s nice on the skin and smells nice, it feel refreshing on the skin, doesn‚??t leave it feeling oily or dry. And I love that a little goes along away. This item I have on subscribe
"
188,"
My usual cleansing balm was out of stock when I needed more, and since I enjoy other e.l.f. products I decided to give this a try.It works well for removing makeup and doesn't dry out my skin. I do typically follow it using another cleanser, because it does seem to leave a film on my skin, but on nights when I'm just rushing to get to bed and shorten my routine, I haven't noticed any negative impact of using this on its own and rinsing for a little longer, then putting on my moisturizer.I knocked off one star for one reason only: Holy cow, the fragrance is awful. It almost has an 'old lady perfume' scent, and the scent lingers (another reason I have to double cleanse). If it was fragrance free, I'd most likely continue purchasing it simply because it's performance is comparable to that of my usual cleansing balm and it comes at a lower price point. With the heavy fragrance though, I'm going to back to my previous product.
"
189,"
They don't joke when they say it melts makeup away. I tried this on waterproof eye makeup and I have never had my makeup removed so completely from any other cleanser I've tried before. I may have used a bit too much for just my eyes, to be fair, but it did do the job!What I will say is that I made a mistake not having a damp cloth or the water running before beginning to use this cleansing balm, because opening your eyes in the middle is NOT recommended. It didn't hurt or anything but it was kinda odd getting it into my eyes and trying to clean it out after the fact.Either way, I would seriously recommend this stuff! It's fabulous and the price is absolutely right!
"
190,"
I've never been one to use a primer but, as I have gotten a little older the heat and I do not get along as well which results in me sweating more...this primer helps my makeup stay on better despite the humid days of summer trying to melt it away!I'm a 40yo, pretty pale complected female and I often find it hard to find something that isn't too bold for my lighter complexion.  Anyone could use this primer since it is perfectly clear, which I love!It does not have an odor or make my skin feel oily in any way and it does not make me break out.  It's light but effective.  You definitely have to give it time to dry after application before putting your foundation on over top of it though...30 seconds to a minute is what I have found to be a good length of time.  The box says 30 seconds but I have not found anything over that to be problematic.Worth trying if you're in the market for a primer!
"
191,"
I recently tried the Elf makeup primer, and it has quickly become an essential part of my beauty routine. This primer creates a flawless base, smoothing out my skin and minimizing the appearance of pores and fine lines. It‚??s incredibly lightweight and absorbs quickly, leaving a silky finish without any greasiness. My foundation applies effortlessly on top and lasts all day without creasing or fading. I also love that it keeps my skin looking matte and fresh, even in humid conditions. Elf primer has truly enhanced my makeup game, and I highly recommend it to anyone looking for a reliable and effective primer!
"
192,"
i was never a believer in primer until i wore this on a trip to the zoo on a hot summer day and i was impressed by how well my makeup stayed intact! this definitely works and i always use it when i want my makeup to last all day
"
193,"
Works great, a little sticky when you first put it on your face but it doesn‚??t last. Definitely helps keep my makeup in place.
"
194,"
The tube is a pump with clear gel, a little goes a long way.  I really notice the difference between this and my usual primer, Maybelline.  It is not heavy on the skin either.
"
195,"
This product doesn‚??t do much for filling in pores/fine lines however it keeps makeup in tact all day long. I use in combination with baby skin pore eraser and get near flawless look.
"
196,"
This brand has really come out with some amazing products, but this primer is the BEST from their line. It creates such a clean and even base and helps keep your make up on all day without flaking, smudging, or caking up. Really easy way to set your base and make your make up last!!
"
197,"
I love it it does exactly what the name says, GRIP! It doesn't completely mattifies your face,  but it makes it a little sticky so it grips the product to your skin.
"
198,"
I used to buy super expensive makeup products, thinking they were better than mass brands. Elf has changed the game in that regard. I love this primer! It's sticky and hydrating, and my makeup goes nowhere throughout the day. I only wish it came in a bigger component.
"
199,"
I saw this as a recommendation on the today‚??s show the other day and I thought for the price I would try it out. I don‚??t wear much makeup but my under eye wrinkles ruin the small amount of concealer I use, this fixes that perfectly and I love it gives you a glow and isn‚??t matte.  I found it to be a game changer for me plus it‚??s cruelty free.
"
200,"
I've never been one to use a primer but, as I have gotten a little older the heat and I do not get along as well which results in me sweating more...this primer helps my makeup stay on better despite the humid days of summer trying to melt it away!I'm a 40yo, pretty pale complected female and I often find it hard to find something that isn't too bold for my lighter complexion.  Anyone could use this primer since it is perfectly clear, which I love!It does not have an odor or make my skin feel oily in any way and it does not make me break out.  It's light but effective.  You definitely have to give it time to dry after application before putting your foundation on over top of it though...30 seconds to a minute is what I have found to be a good length of time.  The box says 30 seconds but I have not found anything over that to be problematic.Worth trying if you're in the market for a primer!
"
201,"
I recently tried the Elf makeup primer, and it has quickly become an essential part of my beauty routine. This primer creates a flawless base, smoothing out my skin and minimizing the appearance of pores and fine lines. It‚??s incredibly lightweight and absorbs quickly, leaving a silky finish without any greasiness. My foundation applies effortlessly on top and lasts all day without creasing or fading. I also love that it keeps my skin looking matte and fresh, even in humid conditions. Elf primer has truly enhanced my makeup game, and I highly recommend it to anyone looking for a reliable and effective primer!
"
202,"
i was never a believer in primer until i wore this on a trip to the zoo on a hot summer day and i was impressed by how well my makeup stayed intact! this definitely works and i always use it when i want my makeup to last all day
"
203,"
Works great, a little sticky when you first put it on your face but it doesn‚??t last. Definitely helps keep my makeup in place.
"
204,"
The tube is a pump with clear gel, a little goes a long way.  I really notice the difference between this and my usual primer, Maybelline.  It is not heavy on the skin either.
"
205,"
This product doesn‚??t do much for filling in pores/fine lines however it keeps makeup in tact all day long. I use in combination with baby skin pore eraser and get near flawless look.
"
206,"
This brand has really come out with some amazing products, but this primer is the BEST from their line. It creates such a clean and even base and helps keep your make up on all day without flaking, smudging, or caking up. Really easy way to set your base and make your make up last!!
"
207,"
I love it it does exactly what the name says, GRIP! It doesn't completely mattifies your face,  but it makes it a little sticky so it grips the product to your skin.
"
208,"
I used to buy super expensive makeup products, thinking they were better than mass brands. Elf has changed the game in that regard. I love this primer! It's sticky and hydrating, and my makeup goes nowhere throughout the day. I only wish it came in a bigger component.
"
209,"
I saw this as a recommendation on the today‚??s show the other day and I thought for the price I would try it out. I don‚??t wear much makeup but my under eye wrinkles ruin the small amount of concealer I use, this fixes that perfectly and I love it gives you a glow and isn‚??t matte.  I found it to be a game changer for me plus it‚??s cruelty free.
"
210,"
This was a great price for this product. Many saying its a dupe for Pixi.  I'm new to cream & liquid blushes, so I'm trying some out on the low end of the pricing scale to see of I like using them. I'm a bit older and notice skin changes (dullness, dryness) where maybe a cream or liquid blush might be better than a powder. The color payoff on this product is nice and light, but the color is noticeable. And the blush part came intact in the tube in my delivery (as opposed to some pics i saw posted on the reviews here where it fell apart). But since I had an issue with another brand's cream blush in a tube, I realize all these cream blushes in a push up tube might not be suitable for travel (business or leisure), especially in warmer months. So it's staying put at home where I will use it there.
"
211,"
This blush stick is just like the one I keep seeing all over TikTok, but better! It's inexpensive, yet so high quality. I blend it in with my beauty blender and it provides such a natural sun-kissed tone to my cheeks and nose. I would recommend this product especially to the girls like me who do not tend to where much make up at all. I get so many compliments every time I use this product.
"
212,"
It's very pretty, but too light of a pink from my taste. Blends well, though.
"
213,"
i may buy 10 more omg i love these more cheap version
"
214,"
After using on top of my primer and makeup it faded pretty quickly. Definitely wasn‚??t long lasting for me at all. Do not recommend. Also came with some of it broken off in the top so it wasn‚??t smooth across the top at all‚?¶.
"
215,"
I purchased this blush, looking for an alternative to the other more expensive brands and boy was I impressed! The shade is perfect! I‚??ll definitely be repurchasing in the future.
"
216,"
I don‚??t wear a lot of makeup because my skins always breaking out, but let me put you on‚?¶ this is like a pigmented moisturizer and I love it so much.  It‚??s so pretty on your face, I love that it‚??s like a stick application, overall 10/10
"
217,"
I thought I was buying the pixi blush but this is way better. It‚??s pigmented and smooth
"
218,"
Hidrata pero no es muy resistente al agua
"
219,"
I like it. I like the color. Goes on smoothly and stays on.My only issue is the blush falls out of the container. So it‚??s messy. I don‚??t like messes. I‚??m going to put it in a jar.I will buy this again. The price is really good for a blush that works this well.
"
220,"
It‚??s Rachel‚??s daughter . If you had a million coats of makeup on and can‚??t get it off try this or makeup you can‚??t get off
"
221,"
Granddaughter loves it
"
222,"
I buy this on Amazon because I can‚??t find it in store anymore. Cream makeup removers are so much more effective and I love this one ever since Neutrogena discontinued theirs.
"
223,"
slay
"
224,"
Wasn‚??t to good but worked for my stuff at least
"
225,"
Great to use thank you!
"
226,"
Small for the price but my daughter wanted it for Christmas.
"
227,"
good
"
228,"
Goood quality ???
"
229,"
My granddaughter loves it.
"
230,"
Definitely worth the price. It‚??s easily applied, makes your skin feel light. It‚??s small and can easily be put in to a makeup or skincare bag. The texture is nice and smooth. And there is no scent to it so if you are looking for something with scent then keep on looking.
"
231,"
I've never used this brand before. I was looking for a moisturizer that didn't give me a super shiny face and wasn't sticky. This solves those problems and makes my face so soft throughout the day. The bottle is huge and a little goes a long way. It doesn't feel heavy on my face and it is completely odorless. Great value for your money.
"
232,"
I love love love this moisturizer I have sensitive skin and it did not break me out it is light weight and smells fresh but is kinda small but lasts a pretty good while but I had no side effects so awesome ??è
"
233,"
My daughter's been trying out all sorts of face and skin products this year, and let me tell you, it's been a real challenge finding something without a ton of harsh chemicals for her younger skin.But we've been using this moisturizer for a few months now, and it's been great. It's simple, no-frills stuff, but it gets the job done. And the best part is, it's not too expensive and it doesn't seem to be doing any harm as she explores different skincare options.You know how it is with the younger girls - they wanna play around and experiment, but you don't want them using anything that's gonna irritate their skin. This moisturizer has been our go-to, and it's been a total lifesaver.
"
234,"
Perfectly decent very lightweight moisturizer. I like the push dispenser and it seems to be a good enough moisturizer. Nothing awe inspiring, but I have sensitive skin and it doesn‚??t seem to irritate it.
"
235,"
this is a wonderful moisturizer for all ages.the bubble slam dunk moisturizer is so hydrating and feels amazing on the skin. their packaging is great especially the pump . i have already rebought this product i love it and totally recommend it
"
236,"
The product was not stick upon use. Skin absorbs it well.
"
237,"
Arrived late, but still good. I was thinking it was fake, but I realized it was real when I got my gel cleanser for your child. Please tell them to not remove the white part or else you will not get the flower  is cute I had knowledge about this at first, but when I saw the videos of don‚??t take the white part out or the moisturizer will end up, but if you keep it in the moisturizer, then you‚??ll have a so that‚??s all I know before I got it it‚??s very good for dry. It gives a nice moisturized to it, this helps with non-scab up balloons that are almost still here to soften up because those get really dry
"
238,"
I bought this for my preteen as part of her beginning skin care routine. She loves it!  I love that it‚??s cruelty free, not too heavy, so it doesn‚??t cause breakouts on her sensitive skin, size is great for on the go or keeping in her mini skincare fridge.
"
239,"
My daughter loves this moisturizer I started Christmas shopping and bought her a new one for when she needs more
"
240,"
Definitely worth the price. It‚??s easily applied, makes your skin feel light. It‚??s small and can easily be put in to a makeup or skincare bag. The texture is nice and smooth. And there is no scent to it so if you are looking for something with scent then keep on looking.
"
241,"
I've never used this brand before. I was looking for a moisturizer that didn't give me a super shiny face and wasn't sticky. This solves those problems and makes my face so soft throughout the day. The bottle is huge and a little goes a long way. It doesn't feel heavy on my face and it is completely odorless. Great value for your money.
"
242,"
I love love love this moisturizer I have sensitive skin and it did not break me out it is light weight and smells fresh but is kinda small but lasts a pretty good while but I had no side effects so awesome ??è
"
243,"
My daughter's been trying out all sorts of face and skin products this year, and let me tell you, it's been a real challenge finding something without a ton of harsh chemicals for her younger skin.But we've been using this moisturizer for a few months now, and it's been great. It's simple, no-frills stuff, but it gets the job done. And the best part is, it's not too expensive and it doesn't seem to be doing any harm as she explores different skincare options.You know how it is with the younger girls - they wanna play around and experiment, but you don't want them using anything that's gonna irritate their skin. This moisturizer has been our go-to, and it's been a total lifesaver.
"
244,"
Perfectly decent very lightweight moisturizer. I like the push dispenser and it seems to be a good enough moisturizer. Nothing awe inspiring, but I have sensitive skin and it doesn‚??t seem to irritate it.
"
245,"
this is a wonderful moisturizer for all ages.the bubble slam dunk moisturizer is so hydrating and feels amazing on the skin. their packaging is great especially the pump . i have already rebought this product i love it and totally recommend it
"
246,"
The product was not stick upon use. Skin absorbs it well.
"
247,"
Arrived late, but still good. I was thinking it was fake, but I realized it was real when I got my gel cleanser for your child. Please tell them to not remove the white part or else you will not get the flower  is cute I had knowledge about this at first, but when I saw the videos of don‚??t take the white part out or the moisturizer will end up, but if you keep it in the moisturizer, then you‚??ll have a so that‚??s all I know before I got it it‚??s very good for dry. It gives a nice moisturized to it, this helps with non-scab up balloons that are almost still here to soften up because those get really dry
"
248,"
I bought this for my preteen as part of her beginning skin care routine. She loves it!  I love that it‚??s cruelty free, not too heavy, so it doesn‚??t cause breakouts on her sensitive skin, size is great for on the go or keeping in her mini skincare fridge.
"
249,"
My daughter loves this moisturizer I started Christmas shopping and bought her a new one for when she needs more
"
250,"
This clear mascara works really well for my eyebrows. It doesn‚??t feel sticky but it drys quickly and makes your brows look great. I used it on my eyelashes too but it didn‚??t really do much as far as curling them or adding length, but that‚??s okay because I mainly wanted it for my eyebrows. I used two coats and my eyebrows looked great for a nice amount of time.
"
251,"
It doesn‚??t make my eyebrows feel rough or crusty, but it holds them down great. My younger sister (who doesn‚??t like black mascara) loves the mascara end!! It lifts her natural lashes! Definitely recommend, especially if you like a natural look ?´∂?èª
"
252,"
Works great and it doesn't cause flaking. The only negative is there is not very much in the container and it runs out quickly. I would say it lasted me 3 weeks using it daily on my lashes and brows.
"
